raw_04_europe_renewables_share
Area;ISO 3 code;Year;Area type;Electricity source;Is aggregated source;Generation (TWh);Generation YoY change (TWh);Generation YoY change (%);Share of generation (%);Share of generation YoY change (% points);Emissions (MtCO2e);Emissions YoY change (MtCO2e);Emissions YoY change (%);Share of emissions (%);Emissions intensity (gCO2e/kWh);Continent;Ember region;EU member;OECD member;G20 member;G7 member;ASEAN member
Denmark;DNK;1991;Country or economy;Other fossil;FALSE;1.12;0.26;30.233;3.073;-242;737;171;30.212;2.259;658.036;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1991;Country or economy;Net imports;FALSE;-1.97;-9.02;-127.943;-5.405;-32.583;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1991;Country or economy;Wind;TRUE;0.74;0.13;21.311;2.03;-322;9;2;28.571;28;12.162;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1991;Country or economy;Coal;TRUE;33.44;9.88;41.935;91.742;917;31.504;9.308;41.935;96.564;942.105;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1991;Country or economy;Wind and solar;TRUE;0.74;0.13;21.311;2.03;-322;9;2;28.571;28;12.162;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1991;Country or economy;Hydro, bioenergy and other renewables;TRUE;0.32;0.1;45.455;878;0.03;63;21;50.0;193;196.875;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1991;Country or economy;Renewables;TRUE;1.06;0.23;27.711;2.908;-292;72;23;46.939;221;67.925;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1991;Country or economy;Clean;TRUE;1.06;0.23;27.711;2.908;-292;72;23;46.939;221;67.925;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1991;Country or economy;Fossil;TRUE;35.39;10.28;40.94;97.092;292;32.552;9.531;41.401;99.776;919.808;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1991;Country or economy;Total generation;TRUE;36.45;10.51;40.517;100.0;0.0;32.625;9.555;41.417;100.0;895.062;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1991;Country or economy;Demand;TRUE;34.48;1.49;4.517;94.595;-32.583;;;;;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1991;Country or economy;Hard coal;TRUE;33.44;9.88;41.935;91.742;917;31.504;9.308;41.935;96.564;942.105;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1991;Country or economy;Thermal;TRUE;35.68;10.38;41.028;97.888;355;32.615;9.553;41.423;99.969;914.098;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1992;Country or economy;Solar;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1992;Country or economy;Onshore wind;FALSE;0.92;0.18;24.324;3.007;977;11;2;22.222;41;11.957;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1992;Country or economy;Hydro;FALSE;0.03;0.0;0.0;98;16;1;0.0;0.0;4;33.333;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1992;Country or economy;Bioenergy;FALSE;0.41;0.12;41.379;1.34;544;89;26;41.27;333;217.073;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1992;Country or economy;Other renewables;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1992;Country or economy;Nuclear;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1992;Country or economy;Lignite;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1992;Country or economy;Gas;FALSE;1.08;0.25;30.12;3.529;1.252;405;94;30.225;1.517;375.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1992;Country or economy;Other fossil;FALSE;1.2;0.08;7.143;3.922;849;0.79;53;7.191;2.959;658.333;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1992;Country or economy;Net imports;FALSE;3.75;5.72;-290.355;12.255;17.66;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1992;Country or economy;Wind;TRUE;0.92;0.18;24.324;3.007;977;11;2;22.222;41;11.957;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1992;Country or economy;Coal;TRUE;26.96;-6.48;-19.378;88.105;-3.637;25.399;-6.105;-19.378;95.147;942.099;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1992;Country or economy;Wind and solar;TRUE;0.92;0.18;24.324;3.007;977;11;2;22.222;41;11.957;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1992;Country or economy;Hydro, bioenergy and other renewables;TRUE;0.44;0.12;37.5;1.438;0.56;89;26;41.27;333;202.273;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1992;Country or economy;Renewables;TRUE;1.36;0.3;28.302;4.444;1.536;101;29;40.278;378;74.265;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1992;Country or economy;Clean;TRUE;1.36;0.3;28.302;4.444;1.536;101;29;40.278;378;74.265;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1992;Country or economy;Fossil;TRUE;29.24;-6.15;-17.378;95.556;-1.536;26.594;-5.958;-18.303;99.623;909.508;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1992;Country or economy;Total generation;TRUE;30.6;-5.85;-16.049;100.0;0.0;26.695;-5.93;-18.176;100.002;872.386;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1992;Country or economy;Demand;TRUE;34.35;-0.13;-377;112.255;17.66;;;;;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1992;Country or economy;Hard coal;TRUE;26.96;-6.48;-19.378;88.105;-3.637;25.399;-6.105;-19.378;95.147;942.099;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1992;Country or economy;Thermal;TRUE;29.65;-6.03;-16.9;96.895;-993;26.683;-5.932;-18.188;99.957;899.933;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1993;Country or economy;Solar;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1993;Country or economy;Onshore wind;FALSE;1.03;0.11;11.957;3.049;42;13;2;18.182;45;12.621;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1993;Country or economy;Hydro;FALSE;0.03;0.0;0.0;89;-9;1;0.0;0.0;3;33.333;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1993;Country or economy;Bioenergy;FALSE;0.55;0.14;34.146;1.628;288;119;0.03;33.708;408;216.364;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1993;Country or economy;Other renewables;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1993;Country or economy;Nuclear;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1993;Country or economy;Lignite;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1993;Country or economy;Gas;FALSE;1.59;0.51;47.222;4.707;1.178;596;191;47.16;2.042;374.843;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1993;Country or economy;Other fossil;FALSE;1.25;0.05;4.167;3.7;-222;822;32;4.051;2.817;657.6;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1993;Country or economy;Net imports;FALSE;1.18;-2.57;-68.533;3.493;-8.762;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1993;Country or economy;Wind;TRUE;1.03;0.11;11.957;3.049;42;13;2;18.182;45;12.621;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1993;Country or economy;Coal;TRUE;29.33;2.37;8.791;86.827;-1.278;27.632;2.233;8.792;94.685;942.107;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1993;Country or economy;Wind and solar;TRUE;1.03;0.11;11.957;3.049;42;13;2;18.182;45;12.621;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1993;Country or economy;Hydro, bioenergy and other renewables;TRUE;0.58;0.14;31.818;1.717;279;0.12;31;34.831;411;206.897;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1993;Country or economy;Renewables;TRUE;1.61;0.25;18.382;4.766;322;132;31;30.693;452;81.988;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1993;Country or economy;Clean;TRUE;1.61;0.25;18.382;4.766;322;132;31;30.693;452;81.988;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1993;Country or economy;Fossil;TRUE;32.17;2.93;10.021;95.234;-322;29.051;2.457;9.239;99.547;903.046;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1993;Country or economy;Total generation;TRUE;33.78;3.18;10.392;100.0;0.0;29.183;2.488;9.32;99.999;863.914;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1993;Country or economy;Demand;TRUE;34.96;0.61;1.776;103.493;-8.762;;;;;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1993;Country or economy;Hard coal;TRUE;29.33;2.37;8.791;86.827;-1.278;27.632;2.233;8.792;94.685;942.107;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1993;Country or economy;Thermal;TRUE;32.72;3.07;10.354;96.862;-33;29.17;2.487;9.321;99.955;891.504;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1994;Country or economy;Solar;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1994;Country or economy;Onshore wind;FALSE;1.14;0.11;10.68;2.823;-226;14;1;7.692;41;12.281;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1994;Country or economy;Hydro;FALSE;0.03;0.0;0.0;74;-15;1;0.0;0.0;3;33.333;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1994;Country or economy;Bioenergy;FALSE;0.57;0.02;3.636;1.412;-216;123;4;3.361;358;215.789;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1994;Country or economy;Other renewables;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1994;Country or economy;Nuclear;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1994;Country or economy;Lignite;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1994;Country or economy;Gas;FALSE;2.28;0.69;43.396;5.646;939;855;259;43.456;2.487;375.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1994;Country or economy;Other fossil;FALSE;3.07;1.82;145.6;7.603;3.903;2.02;1.198;145.742;5.876;657.98;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1994;Country or economy;Net imports;FALSE;-4.84;-6.02;-510.169;-11.986;-15.479;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1994;Country or economy;Wind;TRUE;1.14;0.11;10.68;2.823;-226;14;1;7.692;41;12.281;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1994;Country or economy;Coal;TRUE;33.29;3.96;13.502;82.442;-4.385;31.363;3.731;13.502;91.235;942.115;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1994;Country or economy;Wind and solar;TRUE;1.14;0.11;10.68;2.823;-226;14;1;7.692;41;12.281;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1994;Country or economy;Hydro, bioenergy and other renewables;TRUE;0.6;0.02;3.448;1.486;-231;124;4;3.333;361;206.667;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1994;Country or economy;Renewables;TRUE;1.74;0.13;8.075;4.309;-457;138;6;4.545;401;79.31;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1994;Country or economy;Clean;TRUE;1.74;0.13;8.075;4.309;-457;138;6;4.545;401;79.31;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1994;Country or economy;Fossil;TRUE;38.64;6.47;20.112;95.691;457;34.238;5.187;17.855;99.599;886.077;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1994;Country or economy;Total generation;TRUE;40.38;6.6;19.538;100.0;0.0;34.376;5.193;17.795;100.0;851.313;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1994;Country or economy;Demand;TRUE;35.54;0.58;1.659;88.014;-15.479;;;;;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1994;Country or economy;Hard coal;TRUE;33.29;3.96;13.502;82.442;-4.385;31.363;3.731;13.502;91.235;942.115;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1994;Country or economy;Thermal;TRUE;39.21;6.49;19.835;97.103;241;34.361;5.191;17.796;99.957;876.333;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1995;Country or economy;Solar;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1995;Country or economy;Onshore wind;FALSE;1.18;0.04;3.509;3.226;403;14;0.0;0.0;47;11.864;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1995;Country or economy;Hydro;FALSE;0.03;0.0;0.0;82;8;1;0.0;0.0;3;33.333;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1995;Country or economy;Bioenergy;FALSE;0.65;0.08;14.035;1.777;365;141;18;14.634;474;216.923;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1995;Country or economy;Other renewables;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1995;Country or economy;Nuclear;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1995;Country or economy;Lignite;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1995;Country or economy;Gas;FALSE;3.63;1.35;59.211;9.923;4.277;1.361;506;59.181;4.575;374.931;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1995;Country or economy;Other fossil;FALSE;3.73;0.66;21.498;10.197;2.594;2.454;434;21.485;8.249;657.909;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1995;Country or economy;Net imports;FALSE;-0.79;4.05;-83.678;-2.16;9.826;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1995;Country or economy;Wind;TRUE;1.18;0.04;3.509;3.226;403;14;0.0;0.0;47;11.864;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1995;Country or economy;Coal;TRUE;27.36;-5.93;-17.813;74.795;-7.647;25.776;-5.587;-17.814;86.649;942.105;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1995;Country or economy;Wind and solar;TRUE;1.18;0.04;3.509;3.226;403;14;0.0;0.0;47;11.864;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1995;Country or economy;Hydro, bioenergy and other renewables;TRUE;0.68;0.08;13.333;1.859;373;141;17;13.71;474;207.353;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1995;Country or economy;Renewables;TRUE;1.86;0.12;6.897;5.085;776;156;18;13.043;524;83.871;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1995;Country or economy;Clean;TRUE;1.86;0.12;6.897;5.085;776;156;18;13.043;524;83.871;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1995;Country or economy;Fossil;TRUE;34.72;-3.92;-10.145;94.915;-776;29.592;-4.646;-13.57;99.477;852.304;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1995;Country or economy;Total generation;TRUE;36.58;-3.8;-9.411;100.0;0.0;29.747;-4.629;-13.466;99.998;813.204;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1995;Country or economy;Demand;TRUE;35.79;0.25;703;97.84;9.826;;;;;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1995;Country or economy;Thermal;TRUE;35.37;-3.84;-9.793;96.692;-411;29.732;-4.629;-13.472;99.948;840.599;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1995;Country or economy;Hard coal;TRUE;27.36;-5.93;-17.813;74.795;-7.647;25.776;-5.587;-17.814;86.649;942.105;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1996;Country or economy;Solar;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1996;Country or economy;Onshore wind;FALSE;1.23;0.05;4.237;2.304;-922;15;1;7.143;34;12.195;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1996;Country or economy;Hydro;FALSE;0.02;-0.01;-33.333;37;-45;0.0;-1;-100.0;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1996;Country or economy;Bioenergy;FALSE;0.83;0.18;27.692;1.555;-222;179;38;26.95;0.41;215.663;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1996;Country or economy;Other renewables;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1996;Country or economy;Nuclear;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1996;Country or economy;Lignite;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1996;Country or economy;Gas;FALSE;5.68;2.05;56.474;10.641;718;2.13;769;56.503;4.884;375.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1996;Country or economy;Other fossil;FALSE;5.95;2.22;59.517;11.146;949;3.915;1.461;59.535;8.977;657.983;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1996;Country or economy;Net imports;FALSE;-15.4;-14.61;1849.367;-28.85;-26.69;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1996;Country or economy;Wind;TRUE;1.23;0.05;4.237;2.304;-922;15;1;7.143;34;12.195;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1996;Country or economy;Coal;TRUE;39.67;12.31;44.993;74.316;-479;37.374;11.598;44.995;85.693;942.123;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1996;Country or economy;Wind and solar;TRUE;1.23;0.05;4.237;2.304;-922;15;1;7.143;34;12.195;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1996;Country or economy;Hydro, bioenergy and other renewables;TRUE;0.85;0.17;25.0;1.592;-267;0.18;39;27.66;413;211.765;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1996;Country or economy;Renewables;TRUE;2.08;0.22;11.828;3.897;-1.188;195;39;25.0;447;93.75;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1996;Country or economy;Clean;TRUE;2.08;0.22;11.828;3.897;-1.188;195;39;25.0;447;93.75;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1996;Country or economy;Fossil;TRUE;51.3;16.58;47.753;96.103;1.188;43.419;13.827;46.725;99.554;846.374;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1996;Country or economy;Total generation;TRUE;53.38;16.8;45.927;100.0;0.0;43.614;13.867;46.616;100.001;817.048;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1996;Country or economy;Demand;TRUE;37.98;2.19;6.119;71.15;-26.69;;;;;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1996;Country or economy;Hard coal;TRUE;39.67;12.31;44.993;74.316;-479;37.374;11.598;44.995;85.693;942.123;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1996;Country or economy;Thermal;TRUE;52.13;16.76;47.385;97.658;966;43.598;13.866;46.637;99.964;836.332;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1997;Country or economy;Solar;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1997;Country or economy;Onshore wind;FALSE;1.93;0.7;56.911;4.372;2.068;24;9;60.0;71;12.435;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1997;Country or economy;Hydro;FALSE;0.02;0.0;0.0;45;8;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1997;Country or economy;Bioenergy;FALSE;0.98;0.15;18.072;2.22;665;212;33;18.436;631;216.327;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1997;Country or economy;Other renewables;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1997;Country or economy;Nuclear;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1997;Country or economy;Lignite;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1997;Country or economy;Gas;FALSE;6.78;1.1;19.366;15.36;4.719;2.542;412;19.343;7.564;374.926;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1997;Country or economy;Other fossil;FALSE;5.67;-0.28;-4.706;12.845;1.699;3.731;-184;-4.7;11.103;658.025;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1997;Country or economy;Net imports;FALSE;-7.25;8.15;-52.922;-16.425;12.425;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1997;Country or economy;Wind;TRUE;1.93;0.7;56.911;4.372;2.068;24;9;60.0;71;12.435;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1997;Country or economy;Coal;TRUE;28.76;-10.91;-27.502;65.156;-9.16;27.095;-10.279;-27.503;80.629;942.107;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1997;Country or economy;Wind and solar;TRUE;1.93;0.7;56.911;4.372;2.068;24;9;60.0;71;12.435;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1997;Country or economy;Hydro, bioenergy and other renewables;TRUE;1.0;0.15;17.647;2.266;674;212;32;17.778;631;212.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1997;Country or economy;Renewables;TRUE;2.93;0.85;40.865;6.638;2.741;236;41;21.026;702;80.546;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1997;Country or economy;Clean;TRUE;2.93;0.85;40.865;6.638;2.741;236;41;21.026;702;80.546;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1997;Country or economy;Fossil;TRUE;41.21;-10.09;-19.669;93.362;-2.741;33.368;-10.051;-23.149;99.296;809.706;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1997;Country or economy;Total generation;TRUE;44.14;-9.24;-17.31;100.0;0.0;33.604;-10.01;-22.951;99.999;761.305;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1997;Country or economy;Demand;TRUE;36.89;-1.09;-2.87;83.575;12.425;;;;;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1997;Country or economy;Hard coal;TRUE;28.76;-10.91;-27.502;65.156;-9.16;27.095;-10.279;-27.503;80.629;942.107;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1997;Country or economy;Thermal;TRUE;42.19;-9.94;-19.068;95.582;-2.076;33.58;-10.018;-22.978;99.927;795.923;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1998;Country or economy;Solar;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1998;Country or economy;Onshore wind;FALSE;2.82;0.89;46.114;6.891;2.519;35;11;45.833;121;12.411;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1998;Country or economy;Hydro;FALSE;0.03;0.01;50.0;73;28;1;1;;3;33.333;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
