raw_04_europe_renewables_share
Area;ISO 3 code;Year;Area type;Electricity source;Is aggregated source;Generation (TWh);Generation YoY change (TWh);Generation YoY change (%);Share of generation (%);Share of generation YoY change (% points);Emissions (MtCO2e);Emissions YoY change (MtCO2e);Emissions YoY change (%);Share of emissions (%);Emissions intensity (gCO2e/kWh);Continent;Ember region;EU member;OECD member;G20 member;G7 member;ASEAN member
Slovakia;SVK;1999;Country or economy;Solar;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;1999;Country or economy;Onshore wind;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;1999;Country or economy;Hydro;FALSE;4.47;0.2;4.684;15.902;-693;106;5;4.95;1.232;23.714;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;1999;Country or economy;Bioenergy;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;1999;Country or economy;Other renewables;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;1999;Country or economy;Nuclear;FALSE;13.12;1.73;15.189;46.674;2.407;63;8;14.545;732;4.802;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;1999;Country or economy;Lignite;FALSE;2.72;-0.13;-4.561;9.676;-1.401;2.762;-132;-4.561;32.104;1015.441;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;1999;Country or economy;Gas;FALSE;3.05;0.7;29.787;10.85;1.717;1.338;307;29.777;15.552;438.689;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;1999;Country or economy;Other fossil;FALSE;1.09;-0.77;-41.398;3.878;-3.351;717;-507;-41.422;8.334;657.798;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;1999;Country or economy;Net imports;FALSE;0.56;-0.73;-56.589;1.992;-3.022;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;1999;Country or economy;Wind;TRUE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;1999;Country or economy;Coal;TRUE;6.38;0.52;8.874;22.697;-78;6.378;0.51;8.691;74.136;999.687;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;1999;Country or economy;Wind and solar;TRUE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;1999;Country or economy;Hydro, bioenergy and other renewables;TRUE;4.47;0.2;4.684;15.902;-693;106;5;4.95;1.232;23.714;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;1999;Country or economy;Renewables;TRUE;4.47;0.2;4.684;15.902;-693;106;5;4.95;1.232;23.714;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;1999;Country or economy;Clean;TRUE;17.59;1.93;12.324;62.576;1.713;0.17;14;8.974;1.976;9.665;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;1999;Country or economy;Fossil;TRUE;10.52;0.45;4.469;37.424;-1.713;8.434;311;3.829;98.034;801.711;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;1999;Country or economy;Total generation;TRUE;28.11;2.38;9.25;100.0;0.0;8.603;324;3.914;99.998;306.048;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;1999;Country or economy;Demand;TRUE;28.67;1.65;6.107;101.992;-3.022;;;;;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;1999;Country or economy;Hard coal;TRUE;3.66;0.65;21.595;13.02;1.322;3.616;642;21.587;42.031;987.978;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;1999;Country or economy;Thermal;TRUE;10.52;0.45;4.469;37.424;-1.713;8.434;311;3.829;98.034;801.711;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2000;Country or economy;Solar;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2000;Country or economy;Hydro;FALSE;4.61;0.14;3.132;14.977;-925;0.11;4;3.774;1.423;23.861;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2000;Country or economy;Bioenergy;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2000;Country or economy;Other renewables;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2000;Country or economy;Nuclear;FALSE;16.49;3.37;25.686;53.574;6.9;0.08;17;26.984;1.035;4.851;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2000;Country or economy;Lignite;FALSE;2.21;-0.51;-18.75;7.18;-2.496;2.244;-518;-18.755;29.036;1015.385;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2000;Country or economy;Gas;FALSE;3.34;0.29;9.508;10.851;1;1.466;128;9.567;18.969;438.922;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2000;Country or economy;Other fossil;FALSE;0.76;-0.33;-30.275;2.469;-1.409;0.5;-217;-30.265;6.47;657.895;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2000;Country or economy;Net imports;FALSE;-2.7;-3.26;-582.143;-8.772;-10.764;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2000;Country or economy;Coal;TRUE;5.58;-0.8;-12.539;18.129;-4.568;5.574;-804;-12.606;72.123;998.925;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2000;Country or economy;Wind and solar;TRUE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2000;Country or economy;Hydro, bioenergy and other renewables;TRUE;4.61;0.14;3.132;14.977;-925;0.11;4;3.774;1.423;23.861;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2000;Country or economy;Renewables;TRUE;4.61;0.14;3.132;14.977;-925;0.11;4;3.774;1.423;23.861;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2000;Country or economy;Clean;TRUE;21.1;3.51;19.955;68.551;5.975;189;19;11.176;2.446;8.957;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2000;Country or economy;Fossil;TRUE;9.68;-0.84;-7.985;31.449;-5.975;7.539;-895;-10.612;97.548;778.822;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2000;Country or economy;Total generation;TRUE;30.78;2.67;9.498;100.0;0.0;7.728;-875;-10.171;99.994;251.072;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2000;Country or economy;Demand;TRUE;28.08;-0.59;-2.058;91.228;-10.764;;;;;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2000;Country or economy;Hard coal;TRUE;3.37;-0.29;-7.923;10.949;-2.071;3.329;-287;-7.937;43.075;987.834;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2000;Country or economy;Thermal;TRUE;9.68;-0.84;-7.985;31.449;-5.975;7.539;-895;-10.612;97.548;778.822;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2001;Country or economy;Solar;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2001;Country or economy;Hydro;FALSE;4.93;0.32;6.941;15.493;516;117;7;6.364;1.467;23.732;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2001;Country or economy;Bioenergy;FALSE;0.15;0.15;;471;471;32;32;;401;213.333;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2001;Country or economy;Other renewables;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2001;Country or economy;Nuclear;FALSE;17.1;0.61;3.699;53.74;166;83;3;3.75;1.041;4.854;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2001;Country or economy;Lignite;FALSE;2.64;0.43;19.457;8.297;1.117;2.681;437;19.474;33.612;1015.53;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2001;Country or economy;Gas;FALSE;2.7;-0.64;-19.162;8.485;-2.366;1.185;-281;-19.168;14.856;438.889;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2001;Country or economy;Other fossil;FALSE;1.12;0.36;47.368;3.52;1.051;737;237;47.4;9.24;658.036;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2001;Country or economy;Net imports;FALSE;-3.68;-0.98;36.296;-11.565;-2.793;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2001;Country or economy;Coal;TRUE;5.82;0.24;4.301;18.29;161;5.823;249;4.467;73.003;1000.515;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2001;Country or economy;Wind and solar;TRUE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2001;Country or economy;Hydro, bioenergy and other renewables;TRUE;5.08;0.47;10.195;15.965;988;0.15;0.04;36.364;1.881;29.528;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2001;Country or economy;Renewables;TRUE;5.08;0.47;10.195;15.965;988;0.15;0.04;36.364;1.881;29.528;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2001;Country or economy;Clean;TRUE;22.18;1.08;5.118;69.705;1.154;232;43;22.751;2.909;10.46;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2001;Country or economy;Fossil;TRUE;9.64;-0.04;-413;30.295;-1.154;7.744;205;2.719;97.086;803.32;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2001;Country or economy;Total generation;TRUE;31.82;1.04;3.379;100.0;0.0;7.976;248;3.209;99.995;250.66;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2001;Country or economy;Demand;TRUE;28.14;0.06;214;88.435;-2.793;;;;;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2001;Country or economy;Hard coal;TRUE;3.18;-0.19;-5.638;9.994;-955;3.142;-187;-5.617;39.391;988.05;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2001;Country or economy;Thermal;TRUE;9.79;0.11;1.136;30.767;-682;7.777;238;3.157;97.5;794.382;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2002;Country or economy;Solar;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2002;Country or economy;Hydro;FALSE;5.27;0.34;6.897;16.377;884;125;8;6.838;1.725;23.719;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2002;Country or economy;Bioenergy;FALSE;0.15;0.0;0.0;466;-5;32;0.0;0.0;442;213.333;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2002;Country or economy;Other renewables;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2002;Country or economy;Nuclear;FALSE;17.95;0.85;4.971;55.78;2.04;87;4;4.819;1.201;4.847;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2002;Country or economy;Lignite;FALSE;2.01;-0.63;-23.864;6.246;-2.051;2.041;-0.64;-23.872;28.169;1015.423;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2002;Country or economy;Gas;FALSE;2.51;-0.19;-7.037;7.8;-685;1.102;-83;-7.004;15.209;439.044;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2002;Country or economy;Other fossil;FALSE;1.15;0.03;2.679;3.574;54;757;0.02;2.714;10.448;658.261;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2002;Country or economy;Net imports;FALSE;-4.16;-0.48;13.043;-12.927;-1.362;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2002;Country or economy;Coal;TRUE;5.15;-0.67;-11.512;16.004;-2.286;5.143;-0.68;-11.678;70.98;998.641;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2002;Country or economy;Wind and solar;TRUE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2002;Country or economy;Hydro, bioenergy and other renewables;TRUE;5.42;0.34;6.693;16.843;878;158;8;5.333;2.181;29.151;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2002;Country or economy;Renewables;TRUE;5.42;0.34;6.693;16.843;878;158;8;5.333;2.181;29.151;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2002;Country or economy;Clean;TRUE;23.37;1.19;5.365;72.623;2.918;244;12;5.172;3.368;10.441;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2002;Country or economy;Fossil;TRUE;8.81;-0.83;-8.61;27.377;-2.918;7.001;-743;-9.595;96.623;794.665;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2002;Country or economy;Total generation;TRUE;32.18;0.36;1.131;100.0;0.0;7.246;-0.73;-9.152;100.004;225.171;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2002;Country or economy;Demand;TRUE;28.02;-0.12;-426;87.073;-1.362;;;;;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2002;Country or economy;Thermal;TRUE;8.96;-0.83;-8.478;27.843;-2.924;7.034;-743;-9.554;97.079;785.045;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2002;Country or economy;Hard coal;TRUE;3.14;-0.04;-1.258;9.758;-236;3.102;-0.04;-1.273;42.812;987.898;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2003;Country or economy;Solar;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2003;Country or economy;Onshore wind;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2003;Country or economy;Hydro;FALSE;3.48;-1.79;-33.966;11.233;-5.144;83;-42;-33.6;1.041;23.851;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2003;Country or economy;Bioenergy;FALSE;0.1;-0.05;-33.333;323;-143;22;-0.01;-31.25;276;220.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2003;Country or economy;Other renewables;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2003;Country or economy;Nuclear;FALSE;17.86;-0.09;-501;57.65;1.87;86;-1;-1.149;1.078;4.815;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2003;Country or economy;Lignite;FALSE;2.41;0.4;19.9;7.779;1.533;2.447;406;19.892;30.685;1015.353;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2003;Country or economy;Gas;FALSE;2.4;-0.11;-4.382;7.747;-53;1.053;-49;-4.446;13.204;438.75;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2003;Country or economy;Other fossil;FALSE;1.18;0.03;2.609;3.809;235;776;19;2.51;9.731;657.627;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2003;Country or economy;Net imports;FALSE;-2.26;1.9;-45.673;-7.295;5.632;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2003;Country or economy;Wind;TRUE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2003;Country or economy;Coal;TRUE;5.96;0.81;15.728;19.238;3.234;5.954;811;15.769;74.662;998.993;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2003;Country or economy;Wind and solar;TRUE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2003;Country or economy;Hydro, bioenergy and other renewables;TRUE;3.58;-1.84;-33.948;11.556;-5.287;104;-54;-34.177;1.304;29.05;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2003;Country or economy;Renewables;TRUE;3.58;-1.84;-33.948;11.556;-5.287;104;-54;-34.177;1.304;29.05;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2003;Country or economy;Clean;TRUE;21.44;-1.93;-8.258;69.206;-3.417;0.19;-54;-22.131;2.383;8.862;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2003;Country or economy;Fossil;TRUE;9.54;0.73;8.286;30.794;3.417;7.784;783;11.184;97.61;815.933;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2003;Country or economy;Total generation;TRUE;30.98;-1.2;-3.729;100.0;0.0;7.975;729;10.061;100.005;257.424;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2003;Country or economy;Demand;TRUE;28.72;0.7;2.498;92.705;5.632;;;;;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2003;Country or economy;Hard coal;TRUE;3.55;0.41;13.057;11.459;1.701;3.507;405;13.056;43.977;987.887;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2003;Country or economy;Thermal;TRUE;9.64;0.68;7.589;31.117;3.274;7.806;772;10.975;97.886;809.751;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2004;Country or economy;Solar;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2004;Country or economy;Onshore wind;FALSE;0.01;0.01;;33;33;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2004;Country or economy;Hydro;FALSE;4.1;0.62;17.816;13.46;2.227;97;14;16.867;1.258;23.659;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2004;Country or economy;Bioenergy;FALSE;0.02;-0.08;-80.0;66;-257;4;-18;-81.818;52;200.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2004;Country or economy;Other renewables;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2004;Country or economy;Nuclear;FALSE;17.03;-0.83;-4.647;55.909;-1.741;82;-4;-4.651;1.063;4.815;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2004;Country or economy;Lignite;FALSE;2.34;-0.07;-2.905;7.682;-97;2.376;-71;-2.902;30.811;1015.385;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2004;Country or economy;Gas;FALSE;2.42;0.02;833;7.945;198;1.062;9;855;13.772;438.843;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2004;Country or economy;Other fossil;FALSE;1.2;0.02;1.695;3.94;131;0.79;14;1.804;10.244;658.333;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2004;Country or economy;Net imports;FALSE;-1.86;0.4;-17.699;-6.106;1.189;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2004;Country or economy;Wind;TRUE;0.01;0.01;;33;33;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2004;Country or economy;Coal;TRUE;5.68;-0.28;-4.698;18.647;-591;5.676;-278;-4.669;73.604;999.296;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2004;Country or economy;Wind and solar;TRUE;0.01;0.01;;33;33;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2004;Country or economy;Hydro, bioenergy and other renewables;TRUE;4.12;0.54;15.084;13.526;1.97;102;-2;-1.923;1.323;24.757;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2004;Country or economy;Renewables;TRUE;4.13;0.55;15.363;13.559;2.003;102;-2;-1.923;1.323;24.697;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2004;Country or economy;Clean;TRUE;21.16;-0.28;-1.306;69.468;262;184;-6;-3.158;2.386;8.696;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2004;Country or economy;Fossil;TRUE;9.3;-0.24;-2.516;30.532;-262;7.528;-256;-3.289;97.62;809.462;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2004;Country or economy;Total generation;TRUE;30.46;-0.52;-1.679;100.0;0.0;7.712;-263;-3.298;100.006;253.185;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2004;Country or economy;Demand;TRUE;28.6;-0.12;-418;93.894;1.189;;;;;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2004;Country or economy;Thermal;TRUE;9.32;-0.32;-3.32;30.598;-519;7.532;-274;-3.51;97.672;808.155;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2004;Country or economy;Hard coal;TRUE;3.34;-0.21;-5.915;10.965;-494;3.3;-207;-5.902;42.793;988.024;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2005;Country or economy;Solar;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2005;Country or economy;Onshore wind;FALSE;0.01;0.0;0.0;32;-1;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2005;Country or economy;Hydro;FALSE;4.64;0.54;13.171;14.805;1.345;0.11;13;13.402;1.47;23.707;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2005;Country or economy;Bioenergy;FALSE;0.03;0.01;50.0;96;0.03;6;2;50.0;0.08;200.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2005;Country or economy;Other renewables;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2005;Country or economy;Nuclear;FALSE;17.73;0.7;4.11;56.573;664;86;4;4.878;1.149;4.851;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2005;Country or economy;Lignite;FALSE;2.02;-0.32;-13.675;6.445;-1.237;2.051;-325;-13.678;27.405;1015.347;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2005;Country or economy;Gas;FALSE;2.18;-0.24;-9.917;6.956;-989;957;-105;-9.887;12.787;438.991;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2005;Country or economy;Other fossil;FALSE;1.21;0.01;833;3.861;-79;796;6;759;10.636;657.851;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2005;Country or economy;Net imports;FALSE;-3.27;-1.41;75.806;-10.434;-4.328;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2005;Country or economy;Wind;TRUE;0.01;0.0;0.0;32;-1;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2005;Country or economy;Coal;TRUE;5.54;-0.14;-2.465;17.677;-0.97;5.529;-147;-2.59;73.877;998.014;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2005;Country or economy;Wind and solar;TRUE;0.01;0.0;0.0;32;-1;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2005;Country or economy;Hydro, bioenergy and other renewables;TRUE;4.67;0.55;13.35;14.901;1.375;117;15;14.706;1.563;25.054;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2005;Country or economy;Renewables;TRUE;4.68;0.55;13.317;14.933;1.374;117;15;14.706;1.563;25.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2005;Country or economy;Clean;TRUE;22.41;1.25;5.907;71.506;2.038;202;18;9.783;2.699;9.014;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2005;Country or economy;Fossil;TRUE;8.93;-0.37;-3.978;28.494;-2.038;7.282;-246;-3.268;97.3;815.454;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2005;Country or economy;Total generation;TRUE;31.34;0.88;2.889;100.0;0.0;7.484;-228;-2.956;99.999;238.8;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Slovakia;SVK;2005;Country or economy;Demand;TRUE;28.07;-0.53;-1.853;89.566;-4.328;;;;;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
